respondent_id,age_group,gender,education,heard_term_gender_sensitization,gender_is_binary_or_nonbinary,received_gender_training,support_school_curriculum,support_workplace_training,sensitization_helps_relationships,stereotype_men_rational_women_emotional,stereotype_women_bad_drivers,view_okay_for_men_to_cry,stereotype_men_strong_women_weak,stereotype_women_better_housekeepers,stereotype_gentle_men_less_masculine,childcare_only_mother_responsibility,woman_home_man_provider_role,chores_divided_equally_if_both_work,support_equal_pay,support_gender_diversity_quotas,discrimination_observed_nearby,support_gender_neutral_language,encourage_girls_nontraditional_careers,man_should_have_final_say_home,woman_should_not_tolerate_violence,sexist_jokes_okay,sensitization_reduces_gbv
R0751,26-35,Male,Bachelor's degree,No,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Agree,Agree,Neutral,Agree,Yes,No,"Yes, definitely",Yes,Unsure,Yes,Yes,Yes,Yes,No,No,Yes
R0752,18-25,Male,Bachelor's degree,Yes,Unsure,No,"Yes, definitely","Yes, definitely",No,Agree,Disagree,Agree,Agree,Agree,Disagree,No,Yes,"Yes, definitely",Yes,Unsure,No,Yes,Yes,Maybe,No,No,Yes
R0753,18-25,Male,Master's degree,Yes,Binary,Yes,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Agree,Agree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Maybe,Yes,No,Yes,No,Maybe
R0754,18-25,Male,Master's degree,Yes,Unsure,Yes,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,No,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,Yes,Maybe
R0755,18-25,Male,Master's degree,Yes,Non-binary,Yes,"Yes, definitely",Maybe,Yes,Agree,Neutral,Agree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Maybe,Yes,No,No,No,Maybe
R0756,18-25,Male,Master's degree,Yes,Binary,Yes,Maybe,"Yes, definitely",Yes,Agree,Agree,Agree,Agree,Disagree,Disagree,Yes,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,Maybe,Maybe
R0757,18-25,Male,High school or equivalent,Yes,Non-binary,No,"Yes, definitely",Maybe,Yes,Neutral,Neutral,Agree,Agree,Disagree,Neutral,Yes,No,"Yes, definitely",Yes,Yes,Yes,Maybe,Yes,Maybe,No,No,Maybe
R0758,18-25,Male,High school or equivalent,No,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Agree,Agree,Disagree,Agree,Disagree,Yes,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Maybe,No,Yes,No,Yes
R0759,18-25,Male,High school or equivalent,Yes,Non-binary,Yes,"Yes, definitely","Yes, definitely",Yes,Disagree,Neutral,Disagree,Disagree,Disagree,Agree,No,Yes,"Yes, definitely",Yes,Yes,Yes,Maybe,Yes,No,No,No,Maybe
R0760,18-25,Female,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely",Maybe,Maybe,Agree,Disagree,Agree,Agree,Disagree,Agree,No,Yes,"Yes, definitely",Yes,Yes,No,No,Yes,No,No,No,Maybe
R0761,26-35,Male,Bachelor's degree,Yes,Binary,Yes,"Yes, definitely","Yes, definitely",Maybe,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,Unsure,Yes,Yes,No,No,No,Yes
R0762,18-25,Male,Master's degree,No,Binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Agree,Neutral,Agree,Disagree,No,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,Maybe,No,Yes,Yes
R0763,18-25,Male,Bachelor's degree,Yes,Unsure,Yes,"Yes, definitely","Yes, definitely",Yes,Neutral,Agree,Disagree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,No,Yes,Yes,Yes,Yes,No,Maybe
R0764,18-25,Male,Bachelor's degree,No,Unsure,No,"Yes, definitely","Yes, definitely",Maybe,Agree,Disagree,Agree,Agree,Disagree,Disagree,No,Yes,"Yes, definitely",Yes,Yes,Yes,Maybe,Yes,Yes,Yes,No,Yes
R0765,18-25,Male,Bachelor's degree,No,Binary,Yes,"Yes, definitely","Yes, definitely",Yes,Neutral,Disagree,Agree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,Yes,No,Maybe
R0766,Less than 18,Female,Bachelor's degree,No,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Agree,Agree,Agree,Disagree,No,No,"Yes, definitely",Yes,Yes,No,No,Yes,Yes,No,No,Yes
R0767,18-25,Male,Bachelor's degree,Yes,Non-binary,No,"No, not required","Yes, definitely",Maybe,Neutral,Disagree,Neutral,Disagree,Agree,Agree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
R0768,More than 35,Male,Bachelor's degree,No,Non-binary,No,"Yes, definitely",Maybe,Yes,Disagree,Disagree,Agree,Agree,Disagree,Agree,No,No,"Yes, definitely",Yes,Unsure,Yes,Yes,Yes,Maybe,No,Yes,No
R0769,18-25,Female,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","No, not required",Yes,Agree,Agree,Disagree,Disagree,Agree,Agree,No,Yes,"Yes, definitely",Yes,Unsure,Yes,Yes,Yes,No,Yes,Maybe,Yes
R0770,18-25,Male,Bachelor's degree,No,Non-binary,No,"Yes, definitely",Maybe,Maybe,Agree,Neutral,Agree,Agree,Agree,Disagree,No,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
R0771,18-25,Female,Bachelor's degree,Yes,Non-binary,Yes,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Agree,Disagree,Neutral,Disagree,No,No,"Yes, definitely",Yes,No,Yes,Yes,Yes,No,No,Yes,Yes
R0772,18-25,Male,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Agree,Agree,Neutral,Neutral,Disagree,No,Yes,"Yes, definitely",Yes,Yes,No,Maybe,Yes,No,Yes,No,Maybe
R0773,18-25,Male,Bachelor's degree,Yes,Non-binary,Yes,"Yes, definitely","Yes, definitely",Yes,Disagree,Agree,Agree,Disagree,Disagree,Neutral,No,No,"Yes, definitely",Yes,Yes,Unsure,Yes,Yes,No,Yes,No,Yes
R0774,18-25,Male,Bachelor's degree,Yes,Unsure,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,No,No,"Yes, definitely",No,Unsure,Unsure,Yes,Yes,No,No,No,Yes
R0775,18-25,Male,High school or equivalent,Yes,Binary,No,"No, not required","Yes, definitely",Yes,Neutral,Disagree,Neutral,Disagree,Neutral,Disagree,Yes,No,"Yes, definitely",No,Yes,Yes,Maybe,Yes,Maybe,No,No,No
R0776,18-25,Male,Master's degree,Yes,Binary,Yes,"Yes, definitely","Yes, definitely",No,Neutral,Neutral,Agree,Agree,Agree,Disagree,Yes,No,"Yes, definitely",No,Yes,Yes,Maybe,Yes,No,Maybe,No,Maybe
R0777,18-25,Male,Bachelor's degree,Yes,Unsure,No,"Yes, definitely",Maybe,Maybe,Disagree,Disagree,Agree,Agree,Agree,Disagree,No,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,Yes,No,No,Maybe
R0778,18-25,Female,Master's degree,Yes,Unsure,No,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Agree,Disagree,Disagree,Disagree,No,Yes,"Yes, definitely",Yes,Unsure,Yes,No,Yes,Maybe,Maybe,No,Maybe
R0779,18-25,Male,Master's degree,Yes,Non-binary,Yes,"No, not required","Yes, definitely",Yes,Agree,Disagree,Agree,Neutral,Agree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,No,Yes,No,No,No,Yes
R0780,18-25,Male,Bachelor's degree,Yes,Binary,No,"Yes, definitely","Yes, definitely",Yes,Neutral,Disagree,Agree,Agree,Disagree,Disagree,No,Yes,"Yes, definitely",Yes,No,Yes,Yes,Yes,No,No,No,Yes
R0781,18-25,Male,Master's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Neutral,Agree,Agree,Agree,Neutral,No,No,"Yes, definitely",Yes,Yes,No,Yes,Yes,No,Maybe,No,Maybe
R0782,18-25,Female,Bachelor's degree,No,Binary,No,"Yes, definitely","Yes, definitely",Yes,Neutral,Agree,Agree,Disagree,Agree,Agree,No,No,"Yes, definitely",Yes,Yes,No,Yes,Yes,No,No,No,No
R0783,18-25,Female,Bachelor's degree,Yes,Binary,Yes,"Yes, definitely",Maybe,Yes,Agree,Neutral,Agree,Disagree,Agree,Disagree,No,No,"Yes, definitely",Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes
R0784,26-35,Male,Bachelor's degree,Yes,Unsure,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Agree,Agree,Disagree,Disagree,Neutral,No,No,"Yes, definitely",Yes,Yes,Yes,Maybe,Yes,No,No,Maybe,Yes
R0785,18-25,Female,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Neutral,Agree,Agree,Disagree,Agree,No,Yes,"Yes, definitely",Yes,Yes,Unsure,Maybe,Yes,No,Yes,No,Yes
R0786,18-25,Male,Bachelor's degree,Yes,Binary,Yes,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Agree,Disagree,Disagree,Neutral,Yes,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,Yes,Maybe,Yes
R0787,26-35,Female,Master's degree,No,Unsure,Yes,"Yes, definitely","Yes, definitely",Yes,Neutral,Disagree,Agree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,No,Yes,Maybe,No,Maybe,No,Yes
R0788,18-25,Female,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Neutral,Agree,Agree,Disagree,Disagree,Yes,Yes,"Yes, definitely",Yes,Yes,No,Yes,Yes,No,No,Yes,Yes
R0789,More than 35,Female,High school or equivalent,No,Non-binary,Yes,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Yes,Yes,"Yes, definitely",Yes,Yes,Yes,Maybe,Yes,No,Maybe,No,Maybe
R0790,18-25,Male,Bachelor's degree,No,Unsure,No,"Yes, definitely","Yes, definitely",Yes,Neutral,Agree,Agree,Agree,Disagree,Agree,Yes,No,"Yes, definitely",Yes,Yes,Yes,Yes,Maybe,Yes,Yes,No,Yes
R0791,18-25,Female,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Neutral,Disagree,Agree,Disagree,Disagree,Disagree,No,Yes,"Yes, definitely",Yes,Yes,Unsure,Yes,Yes,Yes,No,No,Yes
R0792,18-25,Male,High school or equivalent,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Agree,Agree,Agree,Agree,Yes,Yes,"Yes, definitely",Yes,Yes,No,No,Yes,No,No,Yes,No
R0793,18-25,Female,High school or equivalent,No,Binary,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Disagree,Neutral,Disagree,Agree,Yes,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
R0794,18-25,Female,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Agree,Agree,Disagree,Agree,Disagree,No,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
R0795,18-25,Male,Master's degree,Yes,Non-binary,No,"No, not required","No, not required",Yes,Disagree,Disagree,Agree,Agree,Disagree,Agree,No,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,Maybe,Yes
R0796,18-25,Female,Master's degree,Yes,Binary,Yes,"Yes, definitely","Yes, definitely",Yes,Disagree,Neutral,Agree,Disagree,Disagree,Disagree,Yes,No,"Yes, definitely",Yes,Yes,Unsure,Yes,Yes,Yes,No,No,Maybe
R0797,Less than 18,Male,Master's degree,Yes,Unsure,Yes,"Yes, definitely",Maybe,Yes,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,No,No,"Yes, definitely",Yes,Yes,Yes,No,Yes,No,Yes,No,Yes
R0798,18-25,Male,High school or equivalent,Yes,Binary,No,"Yes, definitely","Yes, definitely",Yes,Neutral,Disagree,Agree,Disagree,Agree,Disagree,No,No,"Yes, definitely",Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes
R0799,18-25,Male,Bachelor's degree,Yes,Unsure,No,"Yes, definitely",Maybe,Maybe,Agree,Neutral,Agree,Disagree,Agree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
R0800,18-25,Female,High school or equivalent,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Neutral,Agree,Disagree,Agree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Maybe,Yes,No,Yes,No,Maybe
R0801,18-25,Female,Bachelor's degree,No,Binary,No,"No, not required","Yes, definitely",Yes,Disagree,Agree,Agree,Disagree,Neutral,Disagree,Yes,Yes,"Yes, definitely",Yes,Unsure,Unsure,Yes,Yes,Maybe,No,No,Yes
R0802,18-25,Male,Master's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Agree,Agree,Neutral,Disagree,Disagree,Yes,No,"No, the woman should manage both",Yes,No,Yes,Yes,Yes,Yes,No,No,Maybe
R0803,18-25,Male,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely",Maybe,Yes,Disagree,Disagree,Agree,Disagree,Neutral,Agree,No,Yes,"Yes, definitely",Yes,Unsure,Yes,Yes,Yes,No,No,Yes,No
R0804,18-25,Female,Bachelor's degree,Yes,Unsure,No,"Yes, definitely",Maybe,Yes,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Yes,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
R0805,26-35,Male,Master's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Neutral,Agree,Agree,Disagree,Neutral,Agree,No,No,"Yes, definitely",Yes,No,Yes,No,Yes,No,No,Yes,Yes
R0806,18-25,Female,Bachelor's degree,Yes,Unsure,Yes,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Yes,No,"Yes, definitely",Yes,Yes,Yes,Maybe,Yes,No,No,Yes,Yes
R0807,18-25,Male,Bachelor's degree,Yes,Binary,Yes,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Agree,Disagree,Disagree,Neutral,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
R0808,18-25,Male,Bachelor's degree,Yes,Unsure,Yes,"Yes, definitely","Yes, definitely",Maybe,Disagree,Disagree,Agree,Disagree,Neutral,Agree,Yes,Yes,"Yes, definitely",Yes,No,No,Yes,Yes,No,No,Maybe,Yes
R0809,18-25,Male,Bachelor's degree,Yes,Unsure,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Neutral,Agree,Disagree,Neutral,Disagree,No,Yes,"Yes, definitely",Yes,Yes,Yes,No,Yes,Yes,No,No,No
R0810,18-25,Female,Bachelor's degree,Yes,Unsure,Yes,Maybe,"Yes, definitely",Yes,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",Yes,No,Yes,Yes,Yes,No,No,No,Yes
R0811,18-25,Male,Bachelor's degree,Yes,Non-binary,Yes,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Agree,Disagree,Neutral,Disagree,Yes,No,"Yes, definitely",Yes,No,No,Yes,Yes,Maybe,Yes,No,Yes
R0812,18-25,Female,Master's degree,No,Non-binary,No,"Yes, definitely",Maybe,Yes,Agree,Agree,Agree,Neutral,Neutral,Disagree,No,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,No,Maybe
R0813,18-25,Female,Bachelor's degree,No,Binary,No,"Yes, definitely","Yes, definitely",Yes,Neutral,Neutral,Agree,Disagree,Agree,Disagree,No,Yes,"Yes, definitely",Yes,Yes,No,Yes,Yes,Maybe,No,No,Yes
R0814,18-25,Female,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely",Maybe,Yes,Disagree,Neutral,Agree,Disagree,Neutral,Agree,Yes,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,No,No
R0815,18-25,Female,Bachelor's degree,Yes,Binary,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Neutral,Agree,Disagree,Neutral,Agree,No,No,"Yes, definitely",Yes,No,No,Maybe,Yes,Maybe,No,No,Yes
R0816,18-25,Female,Bachelor's degree,No,Binary,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Agree,Agree,Agree,Agree,No,Yes,"No, the woman should manage both",Yes,Yes,Yes,Yes,Maybe,No,No,No,No
R0817,18-25,Male,Bachelor's degree,No,Binary,No,"Yes, definitely","No, not required",Yes,Agree,Agree,Agree,Disagree,Disagree,Disagree,Yes,No,"Yes, definitely",No,No,No,Yes,Yes,No,Maybe,No,Yes
R0818,More than 35,Female,Master's degree,Yes,Unsure,No,Maybe,"Yes, definitely",Yes,Agree,Disagree,Agree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,Unsure,Yes,Yes,No,No,Maybe,No
R0819,18-25,Male,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",No,Agree,Agree,Agree,Disagree,Disagree,Agree,No,No,"Yes, definitely",Yes,No,Yes,Yes,Yes,No,No,No,Yes
R0820,18-25,Male,Bachelor's degree,Yes,Non-binary,No,"No, not required","Yes, definitely",Yes,Neutral,Disagree,Agree,Disagree,Disagree,Neutral,No,Yes,"Yes, definitely",Yes,Yes,No,No,Maybe,No,Yes,No,Yes
R0821,18-25,Male,High school or equivalent,Yes,Unsure,Yes,"Yes, definitely","Yes, definitely",Yes,Neutral,Disagree,Agree,Agree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,Unsure,Yes,No,Yes,No,No,Yes
R0822,18-25,Female,Master's degree,Yes,Non-binary,Yes,"Yes, definitely","No, not required",Yes,Neutral,Agree,Neutral,Disagree,Neutral,Disagree,No,No,"Yes, definitely",Yes,Yes,No,No,Yes,No,No,Yes,Yes
R0823,18-25,Male,Bachelor's degree,Yes,Binary,No,"Yes, definitely",Maybe,Yes,Agree,Disagree,Agree,Disagree,Agree,Agree,Yes,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Maybe,No,Yes,Yes,Yes
R0824,18-25,Male,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","No, not required",Yes,Disagree,Disagree,Agree,Agree,Agree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Maybe,Yes,Yes,No,Maybe,No
R0825,18-25,Male,Bachelor's degree,Yes,Unsure,No,"Yes, definitely","No, not required",Yes,Disagree,Disagree,Agree,Disagree,Agree,Agree,No,Yes,"Yes, definitely",Yes,Yes,Yes,Maybe,Yes,Yes,No,Yes,Yes
R0826,18-25,Male,Master's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Maybe,Agree,Agree,Agree,Disagree,Disagree,Disagree,Yes,Yes,"Yes, definitely",Yes,Yes,Yes,Maybe,Yes,Maybe,No,No,Yes
R0827,18-25,Male,Bachelor's degree,Yes,Non-binary,No,"No, not required","Yes, definitely",Maybe,Agree,Disagree,Agree,Disagree,Disagree,Disagree,No,Yes,"Yes, definitely",Yes,Yes,No,Yes,Maybe,Yes,No,No,Maybe
R0828,26-35,Male,Bachelor's degree,Yes,Binary,Yes,"Yes, definitely","Yes, definitely",No,Disagree,Disagree,Agree,Neutral,Neutral,Agree,No,No,"Yes, definitely",Yes,Yes,No,Yes,Yes,No,No,No,No
R0829,Less than 18,Female,Master's degree,Yes,Unsure,Yes,"Yes, definitely","Yes, definitely",Yes,Agree,Agree,Neutral,Disagree,Neutral,Agree,No,Yes,"Yes, definitely",Yes,Yes,No,Yes,Yes,No,Yes,No,Yes
R0830,18-25,Male,Bachelor's degree,Yes,Binary,Yes,"No, not required",Maybe,Yes,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,No,No
R0831,18-25,Female,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely",Maybe,Yes,Disagree,Disagree,Agree,Agree,Disagree,Agree,No,No,"Yes, definitely",Yes,Yes,Unsure,Yes,Yes,Yes,No,No,Yes
R0832,18-25,Male,Master's degree,Yes,Non-binary,Yes,"Yes, definitely","Yes, definitely",Maybe,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,No,No,"Yes, definitely",Yes,No,No,Yes,Yes,Yes,No,No,No
R0833,18-25,Female,Master's degree,Yes,Binary,Yes,Maybe,Maybe,Yes,Neutral,Disagree,Agree,Disagree,Agree,Disagree,No,No,"No, the woman should manage both",Yes,Yes,Yes,Yes,Maybe,No,No,No,Yes
R0834,18-25,Female,Master's degree,Yes,Non-binary,Yes,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Agree,Agree,Agree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
R0835,18-25,Male,Master's degree,Yes,Binary,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Agree,Disagree,Disagree,Agree,No,No,"Yes, definitely",Yes,No,No,Yes,Yes,No,Yes,No,Maybe
R0836,18-25,Female,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Neutral,Neutral,Agree,Disagree,Agree,Disagree,No,No,"Yes, definitely",No,Yes,No,Maybe,Yes,No,No,No,Yes
R0837,18-25,Female,Master's degree,Yes,Binary,No,"Yes, definitely","No, not required",Yes,Agree,Disagree,Agree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
R0838,18-25,Female,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",No,Neutral,Disagree,Agree,Agree,Agree,Disagree,Yes,Yes,"Yes, definitely",Yes,Yes,No,Maybe,Yes,No,Yes,No,Maybe
R0839,18-25,Male,Master's degree,No,Unsure,No,"Yes, definitely","Yes, definitely",No,Neutral,Disagree,Agree,Agree,Neutral,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,No,Maybe
R0840,18-25,Male,Master's degree,Yes,Unsure,Yes,"Yes, definitely",Maybe,Yes,Disagree,Agree,Agree,Disagree,Agree,Disagree,No,Yes,"Yes, definitely",Yes,Yes,Unsure,Yes,Yes,Maybe,No,Yes,Yes
R0841,18-25,Male,Bachelor's degree,No,Binary,Yes,"Yes, definitely","Yes, definitely",Maybe,Disagree,Neutral,Agree,Disagree,Disagree,Agree,No,No,"Yes, definitely",Yes,Yes,Unsure,Yes,Yes,No,Maybe,No,Yes
R0842,18-25,Male,Bachelor's degree,Yes,Unsure,Yes,"Yes, definitely","No, not required",Yes,Agree,Disagree,Agree,Disagree,Disagree,Disagree,No,Yes,"Yes, definitely",Yes,No,Yes,Yes,Yes,No,No,No,Maybe
R0843,18-25,Female,Bachelor's degree,Yes,Binary,No,Maybe,"Yes, definitely",Yes,Disagree,Neutral,Agree,Neutral,Agree,Agree,No,No,"Yes, definitely",Yes,Unsure,Unsure,Yes,Yes,No,Yes,Yes,Yes
R0844,18-25,Female,Bachelor's degree,Yes,Non-binary,Yes,"Yes, definitely","Yes, definitely",Maybe,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,No,Yes,"Yes, definitely",Yes,Unsure,Yes,Yes,Yes,Yes,No,Yes,Maybe
R0845,18-25,Male,Master's degree,Yes,Non-binary,No,"No, not required",Maybe,Yes,Agree,Agree,Agree,Agree,Disagree,Agree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
R0846,18-25,Male,Bachelor's degree,Yes,Binary,Yes,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Agree,Disagree,Neutral,Disagree,Yes,No,"Yes, definitely",Yes,Unsure,Unsure,No,Yes,No,No,Yes,Yes
R0847,18-25,Female,Bachelor's degree,No,Binary,No,"No, not required","Yes, definitely",Yes,Agree,Agree,Agree,Disagree,Agree,Agree,No,No,"Yes, definitely",Yes,Yes,No,Maybe,Yes,Yes,Yes,No,No
R0848,18-25,Male,Master's degree,Yes,Unsure,Yes,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Agree,Disagree,Disagree,Neutral,No,No,"Yes, definitely",No,Yes,Yes,Yes,Yes,No,No,No,No
R0849,26-35,Male,Bachelor's degree,Yes,Non-binary,Yes,Maybe,"Yes, definitely",No,Neutral,Disagree,Agree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
R0850,18-25,Male,High school or equivalent,Yes,Non-binary,Yes,"Yes, definitely","Yes, definitely",Maybe,Agree,Disagree,Agree,Agree,Disagree,Disagree,Yes,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,No,Maybe
R0851,18-25,Male,Master's degree,Yes,Unsure,Yes,Maybe,"Yes, definitely",Yes,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Yes,Yes,"Yes, definitely",Yes,No,Yes,No,Yes,No,No,No,Yes
R0852,26-35,Female,Bachelor's degree,No,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Agree,Agree,Disagree,Disagree,No,Yes,"Yes, definitely",Yes,Yes,Unsure,Yes,Yes,No,No,Yes,Yes
R0853,26-35,Male,Bachelor's degree,Yes,Non-binary,Yes,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Agree,Disagree,Disagree,Disagree,No,Yes,"Yes, definitely",Yes,Yes,Yes,No,Yes,No,No,No,Yes
R0854,18-25,Male,Bachelor's degree,Yes,Binary,No,Maybe,"Yes, definitely",Yes,Disagree,Disagree,Agree,Disagree,Disagree,Agree,No,No,"Yes, definitely",Yes,Yes,No,Yes,Yes,No,No,No,Maybe
R0855,18-25,Male,Bachelor's degree,Yes,Non-binary,Yes,"No, not required","Yes, definitely",Yes,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Unsure,No,Yes,Maybe,No,No,No,Yes
R0856,18-25,Female,Bachelor's degree,No,Binary,No,"Yes, definitely","Yes, definitely",Yes,Neutral,Neutral,Agree,Neutral,Disagree,Disagree,No,Yes,"Yes, definitely",Yes,Unsure,Yes,Yes,Yes,No,No,No,Yes
R0857,18-25,Female,High school or equivalent,No,Binary,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Neutral,Agree,Disagree,Disagree,Disagree,No,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
R0858,26-35,Male,High school or equivalent,Yes,Binary,Yes,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Yes,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
R0859,18-25,Female,Bachelor's degree,Yes,Binary,No,"Yes, definitely","Yes, definitely",Maybe,Agree,Disagree,Agree,Agree,Agree,Agree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Maybe,Maybe,Yes,No,Maybe
R0860,More than 35,Male,Bachelor's degree,Yes,Unsure,No,"Yes, definitely",Maybe,Yes,Agree,Disagree,Agree,Neutral,Agree,Disagree,No,No,"Yes, definitely",Yes,Yes,No,Maybe,Yes,No,No,No,Yes
